cancel  v.删去,取消
constitutive  adj.宪法的，章程的
pedlar  n.(挨户兜售的)小贩
attic  n.阁楼
healthy  a.健康的，健壮的；有益健康的，卫生的
forever  ad.永远
oblique  adj.间接的；斜的
acidulous  adj.有酸味的；刻薄的
bounteous  adj.慷慨的
achievement  n.完成；成就，成绩
arctic  a./n.北极的,北极
natation  n.游泳,游泳术
whole  a.全部的n.全部
cozen  v.欺骗,哄骗
humor  n.幽默，诙谐
glower  v.怒目而视
fern  n.羊齿植物,蕨
ordination  n.授任圣职
photostatic  adj.静电复印的
still  ad.还；仍然
leftover  n.剩余物
pucker  v.起皱;n.皱褶
resemblance  n.相似，相似性[点，物]
desalinize  v.除去盐分
constitute  vt.组成，构成，形成；设立，建立，任命
chronometer  n.精密计时器
talon  n.猛禽的锐爪
forefinger  n.食指
patrician  n.贵族
bawdy  adj.淫猥的,好色的
inelasticity  n.无弹性,无伸缩性
alluring  adj.吸引人的,迷人的
confederacy  n.联盟或同盟
internal  a.内部的，内的；国内的，内政的
deprecate  v.反对,轻视
republican  a.共和的
enjoy  vt.享受
astrology  n.占星学,占星术
ourselves  pron.我们自己
estimable  adj.值得尊敬的;可估计的
naturally  ad.自然地；天然地
rampart  n.壁垒；城墙
excursion  n.远足,短途旅行
refulgent  adj.辉煌的,灿烂的
cramp  n.铁箍,夹子;v.把...箍紧
spruce  n.云杉;adj.整洁的
persecution  n.迫害
repent  vi./vt.悔悟,后悔
gusto  n.爱好；兴致勃勃
truthfulness  n.真实,真诚
swallow  vt.吞,咽;轻信,轻易接受;承受,使不流露
stint  v.吝惜,节省
sting  n./v.刺;刺痛
haste  n.匆忙，急速；草率v.赶快；匆忙
hepatitis  n.肝炎
skeptic  n.怀疑论者
destructive  a.破坏的,破坏性的
buckle  n.皮带扣环;v.扣紧
nurture  v.抚育，给…营养物，教养；n.养育，营养物；(总称)环境因素
stink  adj.臭的
tourniquet  n.止血带
sleeve  n.袖子
censor  n./vt.审查,审查员;删改
hairpin  n.发卡
hasty  a.急速的,匆促的
abduct  v.绑架,拐走
provident  adj.深谋远虑的；节俭的
voice  n.声音v.表达
craft  n.工艺,手工业;船;技巧;诡计
butcher  n.屠夫,残杀者;vt.屠宰,屠杀
beleaguer  v.围攻;骚扰
axis  n.(pl.axes)轴,轴心
gaseous  adj.似气体的
genealogy  n.家谱学
olive  n.橄榄，橄榄树
coarse  a.粗的,粗糙的;粗俗的
regrettable  adj.可遗憾的
evade  v.逃避；规避
homogenous  adj.同质的，同类的
fascist  n.法西斯分子
fascism  n.法西斯
discover  vt.发现
feud  n.纠纷，封地
midday  n.正午，中午
imply  v.意指，含…意思，暗示
parlor  n.客厅,休息室,<美>店
maven  n.专家,内行
capture  v./n.捕获，俘虏；夺得，攻占
peruse  v.仔细阅读，审查
paranoia  n.偏执狂；多疑症
paranoid  adj.偏执狂的,过分怀疑的
estimation  n.估算，估计
acrophobia  n.恐高症
sulky  adj.生气的
diehard  n.顽固分子
pugilist  n.拳击手,拳师
abolition  n.废除，取消
pugilism  n.拳击,搏击
senile  adj.年老的
elder  n.年长者
asteroid  n.小行星
captivate  v.迷惑,吸引
prescribed  adj.规定的
knotty  adj.有节疤的；困难的
derogate  v.贬低,诽谤
methodical  adj.细心的,有条不紊的
forerunner  n.预兆,前兆；先驱
sully  v.玷污,污染
axle  n.(轮)轴，车轴，心棒
petulant  adj.性急的,暴躁的
stenography  n.速记,速记法
foggy  adj.有雾的，雾蒙蒙的
stentorian  adj.(指声音)极响亮的
toad  n.蟾蜍，癞蛤蟆
humid  a.湿的，湿气重的
chisel  n.凿子;v.凿;欺骗
controversy  n.争论，辩论，争吵
command  n.&v.命令
grimace  v.做鬼脸,面部歪扭
discomfited  adj.困惑的,尴尬的
variable  a.变化的,可变的;n.可变物,变量
temple  n.庙宇，神殿，寺；太阳穴
locus  n.地点,所在地
tally  v.吻合，符合
desperate  a.绝望的;不顾一切的;危急的
leading  a.领导的，指导的；第一位的；最主要的
slag  n.炉渣,矿渣
urge  v.催促；促进
slab  n.厚板,厚块
unjustifiable  adj.不合道理的
music  n.音乐
counsellor  n.顾问
famine  n.饥荒
because  conj.因为
July  n.七月
felony  n.重罪
agreement  n.同意
dealing  n.交往，生意
upgrade  v.提升,给...升级
mayor  n.市长
agreeable  a.令人愉快的;欣然同意的
coalesce  v.联合,合并
perforate  v.打洞
impetuous  adj.冲动的,鲁莽的
capitalize  v.大写，资本化
overload  vt.使超载
selection  n.选择，挑选；选集，精选物
science  n.科学
derelict  adj.荒废的,玩忽职守的,n.被遗弃的人
protracted  adj.延长了的
agreeably  adv.欣然，依照
June  n.六月
beware  v.当心，谨防
forest  n.森林
brusque  (也写作brusk)adj.唐突的,鲁莽的
utility  n.有用,实用;公用事业(煤气,水电)
backwater  n.死水
optimistic  a.乐观主义的
observatory  n.天文台
hungry  a.饥饿的
proponent  n.支持者,拥护者
empiricism  n.经验主义
disquisition  n.长篇演讲,专题论文
prohibition  n.禁止；禁令，禁律
behavior  n.行为，举止；(机器等)运转情况
fungicide  n.杀真菌剂
alimentary  adj.饮食的,营养的
gristle  n.软骨;肉中难吃的硬组织
minimize  v.使减少到最少，使降到最低
enthralling  a.迷人的，吸引人的
descend  v.下降,下来;遗传;袭击
slay  v.屠杀
superlative  adj.最佳的
canine  adj.犬的,似犬的
onset  n.进攻;开始,发作
slam  vt.砰地关上;猛力拉/扔,砰地放下;猛烈抨击;vi.(门、窗等)砰地关上;n.砰的一声
descent  n.下降，降下；斜坡；血统，家世
weird  adj.古怪的,荒唐的
aperture  n.孔隙,窄的缺口
assiduous  adj.勤勉的；专心的
upside  n.上面，上部
vainly  adv.徒劳地
ancillary  adj.辅助的；n.助手
slap  vt.掌击,拍打
niggling  adj.琐碎的
deliverance  n.救助
eager  a.热心于
republic  n.共和国
vying  adj.竞争的
historical  a.历史的；有关历史的
gibe  v./n.嘲弄,讥笑
fitness  n.适当，恰当；健康
alliteration  n.头韵
smarmy  adj.虚情假意的
artillery  n.大炮,炮兵
surrender  v./n.投降,自首;放弃;屈服
attributable  adj.归于的
caste  n.社会等级,等级
originally  adv.原来，当初
gather  v.集合
insist  v.坚持
transact  v.交易
beneficiary  n.受益者
perverse  adj.刚愎自用的,故意作对的
preeminent  adj.出类拔萃的
indignant  a.愤慨的,义愤的
protestant  n.清教徒，新教徒
sailing  adj.启航的n.航行
sybaritic  a.放纵的
cynical  adj.愤世嫉俗的
amoral  a.与道德无关的
ventilate  vt.使通风;公开讨论
illuminati  n.先觉者，智者
chimney  n.烟囱
baggage  n.行李
technical  a.技术(性)的，工艺的；专门性的，专业性的
breakdown  n.损坏;故障;垮下来;会谈破裂
perturbed  adj.烦躁不安的
ride  v.骑；乘
veneer  n.(镶于劣质东西上的)镶面板；外表
occident  n.西方,欧美
ribald  adj.下流的,粗鄙的
stretch  vt./vi.伸长,扩大,拉长;滥用,曲解;n.伸展;一段持续时间
irritate  vt.激怒,使烦躁;使感到不适
havoc  n.大破坏,混乱
medal  n.奖章,纪念章
capitalism  n.资本主义
dating  n.约会
photographer  n.摄影师
satellite  n.卫星，人造卫星；附属物
illuminate  vt.照亮,用灯装饰;阐明
delirium  n.精神错乱
mistake  n.错误
capitalist  adj.资本主义的
protrude  v.突出,伸出
toil  vi.辛劳工作,艰难地行动;n.苦工,难事
flounder  v.挣扎；艰苦地移动;n.比目鱼(flatfish)
rich  a.富有的
rice  n.米
loutish  a.粗鲁的
residue  n.剩余
significance  n.意义，含义；重要性，重要的
frenzy  n.极度激动的状态,狂暴
Indian  a.印度的
inconsistency  n.不一致
family  n.家庭
physiological  a.生理的；生理学上的
slew  v.(使)旋转;n.大量
gift  n.礼物
atmosphere  n.大气(层)；空气；气氛，环境；大气压
taper  n.细蜡烛;(长形物体的)逐渐变细
rife  adj.流行的,普遍的
release  vt./n.释放;发表
slim  a.细长的;苗条的
marketable  adj.有销路的
toll  n.(道路、桥梁等的)通行税;损坏,死伤人数;钟声;v.(缓慢而有规律地)鸣(钟),敲(钟)
dispassionate  adj.平心静气的
pagan  n.没有宗教信仰的人；异教徒
zealot  n.狂热分子,热心者
luxuriant  adj.繁茂的；肥沃的
judge  n.法官；裁判员；鉴定人vt.审判；评论，裁判
abominate  v.痛恨；厌恶
defile  v.弄污,弄脏；n.(山间)小道
wiggle  v.扭动,蠕动
idiosyncrasy  n.特殊癖性或行为
practitioner  n.开业者;从事某种手艺者
philander  v.调戏追逐女人
anyhow  ad.无论如何
extradite  v.引渡回国,拿获归案
fecund  adj.肥沃的,多产的
biosphere  n.生命层,生物圈
crossing  n.交叉，十字路口
quarry  n.猎物;n.采石场；v.采石
bewail  v.悲哀
malnutrition  n.营养不良
hedgehog  n.刺猬
atypical  adj.非典型的
arachnid  n.蜘蛛类节支动物
diminuendo  n.(音乐,演奏)渐弱
circumscribe  v.限制
gallows  n.绞刑架,绞台
tone  n.音调，音色；风气，气氛；腔调，语气；色调
idyll  n.田园生活；田园诗
savor  n.滋味；v.品尝,欣赏
holiday  n.假期
indubitable  adj.不容置疑的
endearment  n.亲爱的行为或话语
pesky  adj.讨厌的,烦人的
potato  n.马铃薯
incriminate  v.连累,牵连
deficit  n.空额,赤字
coronation  n.加冕
grandmother  n.祖母，外祖母
tomb  n.坟，冢
grasshopper  n.蚱蜢，蝗虫，蚂蚱
unimpassioned  adj.没有激情的
cession  n.割让,转让
measly  adj.患麻疹的,小得可怜的
veterinary  adj.兽医的
storey  n.层
touchstone  n.试金石;检验标准
rift  n.裂口,断裂,矛盾
slit  n.狭长的切口;裂缝;vt.切开;撕裂
enigmatic  adj.神秘的,难解的
slip  v.&n.滑倒
anchor  n./v.锚,危难时可依靠的人或物,用锚泊船
reprisal  n.(政治或军事的)报复
logic  n.逻辑,逻辑学,条理性
manifesto  n.宣言
kilowatt  n.千瓦(特)
aerial  a.空气的,空中的n.(无线电)天线
equanimity  n.镇定,沉着
indigenous  adj.土产的,本地的
nasty  adj.令人讨厌的;困难的;严重的,恶劣的;下流的
intense  a.强烈的，剧烈的；热烈的，热情的
musty  adj.发霉的,有霉臭的
parody  n.模仿性嘲弄文章或表演；拙劣的模仿
tool  n.工具
outlandish  adj.古怪的,奇异的
underestimated  adj.低估的
Sunday  n.星期天
ginger  n.姜，生姜
strenuous  adj.费力的；精力充沛的
boundary  n.边界,分界线
magenta  n./adj.紫红色(的染料)
mandate  n.命令,指令
enigma  n.谜,谜一样的人或事
barrage  n.弹幕;堰,拦河坝
rile  v.使...恼火;激怒
respective  a.各自的，各个的
regal  adj.帝王的；华丽的
media  medium的复数
slot  n.狭孔
around  ad.周围，四周
factotum  n.杂役,听差
Ireland  n.爱尔兰
cold-blooded  adj.(生)冷血的;残酷的
define  v.给…下定义；阐述；阐释；限定，规定
stimulation  n.刺激
permutation  n.(数学中)排列变化,彻底改变
haven  n.安息所,避难所
buffalo  n.水牛；水陆坦克
prelude  n.序言,序幕
quartz  n.石英
dyspeptic  adj.消化不良的;不高兴的
enrage  v.激怒,触怒
gild  v.镀金,虚饰
specific  a.明确的，具体的；特定的，特有的
cacophony  n.难听的声音
ignoble  adj.卑鄙的
super  a.极好的，超级的
workable  adj.可行的，起作用的
gestate  v.怀孕,孕育
engage  vt.使忙碌；雇佣
adroit  adj.熟练的,灵巧的
whisper  v.&n.耳语；密谈
recantation  n.改变宗教信仰
risky  adj.有风险的，冒险的
territory  n.领土；版图；领域，范围
amendment  n.修改(通知书)
flare  vi./n.熊熊燃烧,突然燃烧,火光;v./n.(衣裙等)张开
spurious  adj.假的；伪造的
collage  n.拼贴画
grovel  v.摇尾乞怜,奴颜婢膝
ring  n.铃声
shift  n.位置转移,性格转变;轮班;vt.转变,移动
implore  vt.乞求，恳求，哀求
echo  n./v.反响,回声
frolic  n./v.嬉戏；雀跃
bargain  n.契约;交易;劳资协议;便宜货;v.讲价钱
cheese  n.干酪，乳酪
ingrained  adj.根深蒂固的
migrant  adj.迁移的，候鸟的
formulation  n.明确的表达
rind  n.(西瓜等)外皮
shoulder  n.肩部
dance  v.跳舞
lonesome  adj.寂寞的
fracas  n.喧嚷,吵闹
iota  n.极小量,极少
imminent  a.迫近的,紧迫的
amaze  vt.使惊奇
congenital  adj.(病等)先天的,天生的
toss  v./n.扔,掷;摇摆
disinterested  adj.公正的,客观的
confound  v.使迷惑,搞混
amplification  n.放大
dictionary  n.字典
jitter  v.紧张不安,神经过敏
slow  a.慢的
graduated  a.按等级(高度，困难等)分的
recount  v.描述,叙述
flask  n.细颈瓶,扁形酒瓶
rotten  a.腐烂的，腐朽的
pliable  adj.易弯的,柔软的
flash  n./v.闪光,闪现;简讯;浮华
complexity  n.复杂(性)
silky  adj.丝绸般的
encipher  v.译成密码
maybe  ad.可能
needlework  n.缝纫,刺绣
dandy  n.花花公子,好打扮的人
nebula  n.星云
pulsate  v.有规律的振动
prodigious  adj.很大的,巨大的
entwine  v.使缠绕,交织
leniency  n.温和，宽容
helicopter  n.直升机
vendor  n.小贩
ripe  a.熟的，成熟的；(for)时机成熟的
conviviality  n.欢乐,交游
genetic  adj.遗传的；起源的
silly  a.傻的，糊涂的，愚蠢的
arouse  vt.激发,引起;唤醒
riot  n.暴乱;骚动;放纵
palpable  adj.可触知的,明显的
tout  v.招徕顾客,极力赞扬
tour  n.旅游，旅行；巡回演出/比赛v.旅游
absolute  a.绝对的，完全的；确实的，肯定的
blazon  n.纹章,装饰;v.精确描绘
gossip  n.流言蜚语;爱传流言的人;vi.闲聊,传播流言蜚语
silversmith  n.银匠
didactic  adj.教诲的；说教的
slur  v.含糊不清地讲
slum  n.陋巷,平民窟
deviousness  n.刁滑,不诚实;道路弯曲
granular  adj.粒状的
denture  n.假牙
boast  n./v.自夸;自豪地拥有
flank  n./vi.胁,侧翼;包抄…的侧翼
segment  n.部分,切片;段,节;v.分割
enunciation  n.阐明,宣布
mulish  adj.骡一样的,执拗的
slue  v.(使)旋转
sidesplitting  adj.令人捧腹大笑的
cater  vi.供应伙食;为…提供服务,满足…的要求
chameleon  n.变色龙,蜥蜴,善变之人
town  n.城镇
penance  n.自我惩罚
regress  v.使倒退，复原，逆行
phonetics  n.语音学
girl  n.女孩
flutter  v./n.振翼;颤动,(心脏)不规则跳动
germinate  v.发芽；发展
despondent  adj.失望的,意气消沉的
migrate  vi.迁移;移居
pylon  n.高压电线架,桥塔
September  n.九月
nearly  ad.几乎
indigestion  n.消化不良
intrude  vi.闯入，侵入vt.把(思想等)强加于人；强挤入
irradicable  adj.不能根除的
admittedly  adv.明白地
garble  v.曲解,窜改
magnify  vt.放大,扩大;夸大,夸张
mellifluous  adj.(音乐等)柔美流畅的
mammal  n.哺乳动物
disunite  v.使分裂
preliterate  adj.文字以前的
gnomic  adj.格言的,精辟的
rite  n.(宗教的)仪式
unsophisticated  adj.不懂世故的,单纯的
election  n.选举，选择权；当选
complexion  n.肤色；外表特征
sophistry  n.诡辩
gist  n.要点,要旨
detailed  adj.详细的，详尽的
refer  v.参考，查询；提到，引用，涉及；提交，上呈
pitiful  adj.值得同情的,可怜的
risk  v.冒…的危险n.冒险；风险
rise  v.上升
flame  n./vi.火焰,火舌
slurp  v.大声地啜喝
contextual  adj.上下文的，环境的
discard  vt.抛弃,遗弃
pellmell  adv.混乱地
subsidy  n.补助金
parquetry  n.镶木地板艺术或图案
prohibitive  adj.禁止的
flair  n.天赋,本领,才华
vender  n.商贩
nearby  a.附近的ad.在附近prep.在…附近
hatred  n.憎恨，憎恶，怨恨
rive  v.撕开,分裂
abruptly  adv.突然地
catch  vt.捕捉
give  v.给
counsel  n.忠告,劝告;评议;律师;vt.忠告,劝告
idealism  n.唯心主义；理想主义
liver  n.肝，肝脏
contention  n.争论；论点
lofty  a.高耸的;崇高的;高傲的
explicit  a.清楚的,明确的;毫不含蓄的
browbeat  v.欺侮;吓唬
propriety  n.礼节,适当
abash  v.使害羞,使尴尬
consequential  a.傲慢的，自以为是的
abase  v.贬抑,使卑下
utilize  vt.利用
phylogeny  n.发展史
subside  v.(建筑物等)下陷；(天气等)平息
flake  n./vi.薄片;撒落
detoxicate  v.除毒,解毒
implicit  adj.含蓄的,不言而喻的
explicitly  adv.清晰地
futile  a.无效的，无用的;（人）没出息的；琐细的
undeserved  adj.不应得的
philatelist  n.集邮家
dowdy  adj.不整洁的,过旧的
